Genius,KenPom,HDI,HDIW,Conf,URL,URLW
Mansfield,,MNF,MNFW,,https://gomounties.com/sports/mens-basketball/roster/{season_42},https://gomounties.com/sports/womens-basketball/roster/{season_42}
Mars Hill,,MRH,MRHW,,https://www.marshilllions.com/sports/mbkb/{season_42}/roster,https://www.marshilllions.com/sports/wbkb/{season_42}/roster
Mary,,UMA,UMAW,,https://goumary.com/sports/mens-basketball/roster/{season_42},https://goumary.com/sports/womens-basketball/roster/{season_42}
Maryville (MO),,MYM,MYMW,,https://maryvillesaints.com/sports/mens-basketball/roster/{season_42},https://maryvillesaints.com/sports/womens-basketball/roster/{season_42}
McKendree,,MKE,MKEW,,https://mckbearcats.com/sports/mens-basketball/roster/{season_42},https://mckbearcats.com/sports/womens-basketball/roster/{season_42}
Menlo,,MEN,MENW,,https://menloathletics.com/sports/mens-basketball/roster/{season_42},https://menloathletics.com/sports/womens-basketball/roster/{season_42}
Mercy,,MCU,MCUW,,https://mercyathletics.com/sports/mens-basketball/roster/{season_42},https://mercyathletics.com/sports/womens-basketball/roster/{season_42}
Michigan Tech,,MTC,MTCW,,https://michigantechhuskies.com/sports/mens-basketball/roster/{season_42},https://michigantechhuskies.com/sports/womens-basketball/roster/{season_42}
Midwestern St.,,MDS,MDSW,,https://msumustangs.com/sports/mens-basketball/roster/{season_42},https://msumustangs.com/sports/womens-basketball/roster/{season_42}
Miles,,MLC,MLCW,,https://milesgoldenbears.com/sports/mens-basketball/roster/{season_42},https://milesgoldenbears.com/sports/womens-basketball/roster/{season_42}
Millersville,,MLV,MLVW,,https://millersvilleathletics.com/sports/mens-basketball/roster/{season_44},https://millersvilleathletics.com/sports/womens-basketball/roster/{season_44}
Minn. Duluth,,MND,MNDW,,https://umdbulldogs.com/sports/mens-basketball/roster/{season_42},https://umdbulldogs.com/sports/womens-basketball/roster/{season_42}
Minn.-Crookston,,MNC,MNCW,,https://goldeneaglesports.com/sports/mens-basketball/roster/{season_4},https://goldeneaglesports.com/sports/womens-basketball/roster/{season_4}
Minnesota St.,,MST,MSTW,,https://msumavericks.com/sports/mens-basketball/roster/{season_42},https://msumavericks.com/sports/womens-basketball/roster/{season_42}
Minot St.,,MNS,MNSW,,https://msubeavers.com/sports/mens-basketball/roster/{season_42},https://msubeavers.com/sports/womens-basketball/roster/{season_42}
Mississippi Col.,,MSC,MSCW,,https://www.gochoctaws.com/sports/mens-basketball/roster/{season_42},https://www.gochoctaws.com/sports/womens-basketball/roster/{season_42}
Missouri S&T,,MOT,MOTW,,https://minerathletics.com/sports/mens-basketball/roster/{season_42},https://minerathletics.com/sports/womens-basketball/roster/{season_42}
Missouri Western,,MOW,MOWW,,https://gogriffons.com/sports/mens-basketball/roster/{season_42},https://gogriffons.com/sports/womens-basketball/roster/{season_42}
Mo. Southern St.,,MOU,MOUW,,https://mssulions.com/sports/mens-basketball/roster/{season_42},https://mssulions.com/sports/womens-basketball/roster/{season_42}
Mo.-St. Louis,,MSL,MSLW,,https://umsltritons.com/sports/mens-basketball/roster/{season_42},https://umsltritons.com/sports/womens-basketball/roster/{season_42}
Molloy,,MLY,MLYW,,https://molloylions.com/sports/mens-basketball/roster/{season_44},https://molloylions.com/sports/womens-basketball/roster/{season_44}
Mont. St. Billings,,MSB,MSBW,,https://msubsports.com/sports/mens-basketball/roster/{season_42},https://msubsports.com/sports/womens-basketball/roster/{season_42}
Montevallo,,MTV,MTVW,,https://montevallofalcons.com/sports/mens-basketball/roster/{season_42},https://montevallofalcons.com/sports/womens-basketball/roster/{season_42}
Morehouse,,MHC,MHCW,,https://morehouseathletics.com/sports/mens-basketball/roster/{season_42},
Mount Olive,,MOL,MOLW,,https://umotrojans.com/sports/mens-basketball/roster/{season_42},https://umotrojans.com/sports/womens-basketball/roster/{season_42}
MSU Denver,,MSD,MSDW,,https://roadrunnersathletics.com/sports/mens-basketball/roster/{season_42},https://roadrunnersathletics.com/sports/womens-basketball/roster/{season_42}
MSU Moorhead,,MUM,MUMW,,https://www.msumdragons.com/sports/mens-basketball/roster/{season_42},https://www.msumdragons.com/sports/womens-basketball/roster/{season_42}
N.M. Highlands,,NMH,NMHW,,https://nmhuathletics.com/sports/mens-basketball/roster/{season_42},https://nmhuathletics.com/sports/womens-basketball/roster/{season_42}
Neb.-Kearney,,NEK,NEKW,,https://lopers.com/sports/mens-basketball/roster/{season_44},https://lopers.com/sports/womens-basketball/roster/{season_44}
Newberry,Newberry,NEW,NEWW,,https://newberrywolves.com/sports/mens-basketball/roster/{season_42},https://newberrywolves.com/sports/womens-basketball/roster/{season_42}
Newman,,NWM,NWMW,,https://newmanjets.com/sports/mens-basketball/roster/{season_42},https://newmanjets.com/sports/womens-basketball/roster/{season_42}
North Georgia,,NOG,NOGW,,https://ungathletics.com/sports/mens-basketball/roster/{season_42},https://ungathletics.com/sports/womens-basketball/roster/{season_42}
North Greenville,North Greenville,NGV,NGVW,,https://www.nguathletics.com/sports/mens-basketball/roster/{season_42},https://www.nguathletics.com/sports/womens-basketball/roster/{season_42}
Northeastern St.,,NSU,NSUW,,https://goriverhawksgo.com/sports/mens-basketball/roster/{season_42},https://goriverhawksgo.com/sports/womens-basketball/roster/{season_42}
Northern Mich.,,NMI,NMIW,,https://nmuwildcats.com/sports/mens-basketball/roster/{season_42},https://nmuwildcats.com/sports/womens-basketball/roster/{season_42}
Northern St.,,NST,NSTW,,https://nsuwolves.com/sports/mens-basketball/roster/{season_42},https://nsuwolves.com/sports/womens-basketball/roster/{season_42}
Northwest Mo. St.,,NMO,NMOW,,https://bearcatsports.com/sports/mens-basketball/roster/{season_42},https://bearcatsports.com/sports/womens-basketball/roster/{season_42}
Northwest Nazarene,,NNZ,NNZW,,https://nnusports.com/sports/mens-basketball/roster/{season_42},https://nnusports.com/sports/womens-basketball/roster/{season_42}
Northwestern Okla.,,NOK,NOKW,,https://riderangersride.com/sports/mens-basketball/roster/{season_42},https://riderangersride.com/sports/womens-basketball/roster/{season_42}
Northwood,,NWD,NWDW,,https://www.gonorthwood.com/sports/mbkb/{season_42}/roster,https://www.gonorthwood.com/sports/wbkb/{season_42}/roster
Notre Dame (OH),,NDO,NDOW,,https://fightingirish.com/sports/mbball/roster/season/{season_22},https://fightingirish.com/sports/wbball/roster/season/{season_22}
Nova Southeastern,,NSE,NSEW,,https://nsusharks.com/sports/mens-basketball/roster/{season_42},https://nsusharks.com/sports/womens-basketball/roster/{season_42}
Ohio Dominican,,ODM,ODMW,,https://ohiodominicanpanthers.com/sports/mens-basketball/roster/{season_42},https://ohiodominicanpanthers.com/sports/womens-basketball/roster/{season_42}
Okla. Baptist,Okla. Baptist,OBU,OBUW,,https://obubison.com/sports/mens-basketball/roster/{season_42},https://obubison.com/sports/womens-basketball/roster/{season_42}
Okla. Christian,Okla. Christian,OCU,OCUW,,https://oceagles.com/sports/mens-basketball/roster/{season_42},https://oceagles.com/sports/womens-basketball/roster/{season_42}
Ouachita Baptist,,OUB,OUBW,,https://obutigers.com/sports/mens-basketball/roster/{season_42},https://obutigers.com/sports/womens-basketball/roster/{season_42}
P.R.-Bayamon,,PRB,PRBW,,,
P.R.-Mayaguez,,PRM,PRMW,,,
P.R.-Rio Piedras,,PRP,PRPW,,,
Pace,,PCU,PCUW,,https://paceuathletics.com/sports/mens-basketball/roster/{season_42},https://paceuathletics.com/sports/womens-basketball/roster/{season_42}
Palm Beach Atl.,,PBA,PBAW,,https://pbasailfish.com/sports/mens-basketball/roster/{season_42},https://pbasailfish.com/sports/womens-basketball/roster/{season_42}
Pitt.-Johnstown,,UPJ,UPJW,,https://pittjohnstownathletics.com/sports/mens-basketball/roster/{season_44},https://pittjohnstownathletics.com/sports/womens-basketball/roster/{season_44}
Pittsburg St.,,PTS,PTSW,,https://pittstategorillas.com/sports/mens-basketball/roster/{season_42},https://pittstategorillas.com/sports/womens-basketball/roster/{season_42}
Point Loma,,PTL,PTLW,,https://plnusealions.com/sports/mens-basketball/roster/{season_42},https://plnusealions.com/sports/womens-basketball/roster/{season_42}
Post,,PST,PSTW,,https://posteagles.com/sports/mens-basketball/roster/{season_42},https://posteagles.com/sports/womens-basketball/roster/{season_42}
Purdue Northwest,,PNW,PNWW,,https://pnwathletics.com/sports/mens-basketball/roster/{season_42},https://pnwathletics.com/sports/womens-basketball/roster/{season_42}
Queens (NY),,QNY,QNYW,,https://queensknights.com/sports/mens-basketball/roster/{season_42},https://queensknights.com/sports/womens-basketball/roster/{season_42}
Quincy,,QNC,QNCW,,https://quhawks.com/sports/mens-basketball/roster/{season_42},https://quhawks.com/sports/womens-basketball/roster/{season_42}
Regis (CO),,RCO,RCOW,,https://regisrangers.com/sports/mens-basketball/roster/{season_42},https://regisrangers.com/sports/womens-basketball/roster/{season_42}
Roberts Wesleyan,,RWU,RWUW,,https://robertsredhawks.com/sports/mens-basketball/roster/{season_44},https://robertsredhawks.com/sports/womens-basketball/roster/{season_44}
Rockhurst,,RHU,RHUW,,https://rockhursthawks.com/sports/mens-basketball/roster/{season_42},https://rockhursthawks.com/sports/womens-basketball/roster/{season_42}
Rogers St.,,RSU,RSUW,,https://rsuhillcats.com/sports/mens-basketball/roster/{season_42},https://rsuhillcats.com/sports/womens-basketball/roster/{season_42}
Rollins,,RLN,RLNW,,https://rollinssports.com/sports/mens-basketball/roster/{season_42},https://rollinssports.com/sports/womens-basketball/roster/{season_42}
Roosevelt,,ROO,ROOW,,https://rooseveltlakers.com/sports/mens-basketball/roster/{season_42},https://rooseveltlakers.com/sports/womens-basketball/roster/{season_42}
Saginaw Valley,,SVS,SVSW,,https://www.svsucardinals.com/sports/mbkb/{season_42}/roster,https://www.svsucardinals.com/sports/wbkb/{season_42}/roster
Saint Augustine's,,SAU,SAUW,,,
Saint Leo,,LEO,LEOW,,https://saintleolions.com/sports/mens-basketball/roster/{season_42},https://saintleolions.com/sports/womens-basketball/roster/{season_42}
Saint Martin's,,SMA,SMAW,,https://smusaints.com/sports/mens-basketball/roster/{season_42},https://smusaints.com/sports/womens-basketball/roster/{season_42}
Saint Michael's,,SMI,SMIW,,https://smcathletics.com/sports/mens-basketball/roster/{season_42},https://smcathletics.com/sports/womens-basketball/roster/{season_42}
Saint Rose,,STR,STRW,,https://gogoldenknights.net/sports/mens-basketball/roster/{season_42},
Salem (WV),,SWV,SWVW,,https://salemtigers.com/sports/mens-basketball/roster/{season_42},https://salemtigers.com/sports/womens-basketball/roster/{season_42}
San Fran. St.,San Francisco State,SFR,SFRW,,https://sfstategators.com/sports/mens-basketball/roster/{season_42},https://sfstategators.com/sports/womens-basketball/roster/{season_42}
Savannah St.,,SVN,SVNW,,https://ssuathletics.com/sports/mens-basketball/roster/{season_44},https://ssuathletics.com/sports/womens-basketball/roster/{season_44}
Seattle Pacific,,SPC,SPCW,,https://spufalcons.com/sports/mens-basketball/roster/{season_42},https://spufalcons.com/sports/womens-basketball/roster/{season_42}
Seton Hill,,SET,SETW,,https://athletics.setonhill.edu/sports/mens-basketball/roster/{season_42},https://athletics.setonhill.edu/sports/womens-basketball/roster/{season_42}
Shaw,,SHW,SHWW,,https://shawbears.com/sports/mens-basketball/roster/{season_42},https://shawbears.com/sports/womens-basketball/roster/{season_42}
Shepherd,,SHP,SHPW,,https://shepherdrams.com/sports/mens-basketball/roster/{season_42},https://shepherdrams.com/sports/womens-basketball/roster/{season_42}
Shippensburg,,SPB,SPBW,,https://shipraiders.com/sports/mens-basketball/roster/{season_42},https://shipraiders.com/sports/womens-basketball/roster/{season_42}
Shorter,,SHO,SHOW,,https://goshorterhawks.com/sports/mens-basketball/roster/{season_44},https://goshorterhawks.com/sports/womens-basketball/roster/{season_44}
Simon Fraser,,SFU,SFUW,,https://athletics.sfu.ca/sports/mens-basketball/roster/{season_42},https://athletics.sfu.ca/sports/womens-basketball/roster/{season_42}
Sioux Falls,,SIO,SIOW,,https://usfcougars.com/sports/mens-basketball/roster/{season_42},https://usfcougars.com/sports/womens-basketball/roster/{season_42}
Slippery Rock,,SRK,SRKW,,https://rockathletics.com/sports/mens-basketball/roster/{season_42},https://rockathletics.com/sports/womens-basketball/roster/{season_42}
South Dakota Mines,,SDM,SDMW,,https://gorockers.com/sports/mens-basketball/roster/{season_42},https://gorockers.com/sports/womens-basketball/roster/{season_42}
Southeastern Okla.,,SEO,SEOW,,https://gosoutheastern.com/sports/mens-basketball/roster/{season_42},https://gosoutheastern.com/sports/womens-basketball/roster/{season_42}
Southern Ark.,,SAR,SARW,,https://muleriderathletics.com/sports/mens-basketball/roster/{season_44},https://muleriderathletics.com/sports/womens-basketball/roster/{season_44}
Southern Conn. St.,,SCN,SCNW,,https://scsuowls.com/sports/mens-basketball/roster/{season_42},https://scsuowls.com/sports/womens-basketball/roster/{season_42}
Southern N.H.,,SNH,SNHW,,https://snhupenmen.com/sports/mens-basketball/roster/{season_42},https://snhupenmen.com/sports/womens-basketball/roster/{season_42}
Southern Nazarene,,SNZ,SNZW,,https://snuathletics.com/sports/mens-basketball/roster/{season_42},https://snuathletics.com/sports/womens-basketball/roster/{season_42}
Southern Wesleyan,,SWY,SWYW,,https://swuathletics.com/sports/mens-basketball/roster/{season_42},https://swuathletics.com/sports/womens-basketball/roster/{season_42}
Southwest Baptist,,SWB,SWBW,,https://www.sbubearcats.com/sports/mens-basketball/roster/{season_42},https://www.sbubearcats.com/sports/womens-basketball/roster/{season_42}
Southwest Minn. St.,,SWM,SWMW,,https://smsumustangs.com/sports/mens-basketball/roster/{season_42},https://smsumustangs.com/sports/womens-basketball/roster/{season_42}
Southwestern Okla.,,SWO,SWOW,,https://swosuathletics.com/sports/mens-basketball/roster/{season_42},https://swosuathletics.com/sports/womens-basketball/roster/{season_42}
Spring Hill,,SPR,SPRW,,https://shcbadgers.com/sports/mens-basketball/roster/{season_42},https://shcbadgers.com/sports/womens-basketball/roster/{season_42}
St. Anselm,,ANS,ANSW,,https://saintanselmhawks.com/sports/mens-basketball/roster/{season_42},https://saintanselmhawks.com/sports/womens-basketball/roster/{season_42}
St. Cloud St.,,STC,STCW,,https://scsuhuskies.com/sports/mens-basketball/roster/{season_42},https://scsuhuskies.com/sports/womens-basketball/roster/{season_42}
St. Edward's,,SED,SED,,https://gohilltoppers.com/sports/mens-basketball/roster/{season_42},https://gohilltoppers.com/sports/womens-basketball/roster/{season_42}
St. Mary's (TX),,SMT,SMTW,,https://rattlerathletics.com/sports/mens-basketball/roster/{season_42},https://rattlerathletics.com/sports/womens-basketball/roster/{season_42}
St. Thomas Aquinas,,THM,THMW,,https://www.stacathletics.com/sports/mbkb/{season_42}/roster,https://www.stacathletics.com/sports/wbkb/{season_42}/roster
Stanislaus St.,,SST,SSTW,,https://warriorathletics.com/sports/mens-basketball/roster/{season_42},https://warriorathletics.com/sports/womens-basketball/roster/{season_42}
Staten Island,,CSI,CSIW,,https://csidolphins.com/sports/mens-basketball/roster/{season_44},https://csidolphins.com/sports/womens-basketball/roster/{season_44}
Sul Ross St.,,SUL,SULW,,https://srlobos.com/sports/mens-basketball/roster/{season_42},https://srlobos.com/sports/womens-basketball/roster/{season_42}
Tampa,,TMP,TMPW,,https://www.tampaspartans.com/sports/mbkb/{season_42}/roster,https://www.tampaspartans.com/sports/wbkb/{season_42}/roster
Tex. A&M-Kingsville,,AMK,AMKW,,https://javelinaathletics.com/sports/mens-basketball/roster/{season_42},https://javelinaathletics.com/sports/womens-basketball/roster/{season_42}
Tex. Permian Basin,,TPB,TPBW,,https://utpbfalcons.com/sports/mens-basketball/roster/{season_42},https://utpbfalcons.com/sports/womens-basketball/roster/{season_42}
Thomas More,,TMU,TMUW,,https://thomasmoresaints.com/sports/mens-basketball/roster/{season_42},https://thomasmoresaints.com/sports/womens-basketball/roster/{season_42}
Tiffin,,TIF,TIFW,,https://gotiffindragons.com/sports/mens-basketball/roster/{season_42},https://gotiffindragons.com/sports/womens-basketball/roster/{season_42}
Trevecca Nazarene,,TNZ,TNZW,,https://tnutrojans.com/sports/mens-basketball/roster/{season_42},https://tnutrojans.com/sports/womens-basketball/roster/{season_42}
Truman St.,,TRU,TRUW,,https://trumanbulldogs.com/sports/mens-basketball/roster/{season_42},https://trumanbulldogs.com/sports/womens-basketball/roster/{season_42}
Tusculum,,TSC,TSCW,,https://www.tusculumpioneers.com/sports/mbkb/{season_42}/roster,https://www.tusculumpioneers.com/sports/wbkb/{season_42}/roster
Tuskegee,,TSK,TSKW,,https://goldentigersports.com/sports/mens-basketball/roster/{season_42},https://goldentigersports.com/sports/womens-basketball/roster/{season_42}
UC-Colo. Springs,,UCO,UCOW,,https://gomountainlions.com/sports/mens-basketball/roster/{season_42},https://gomountainlions.com/sports/womens-basketball/roster/{season_42}
UIndy,,UIN,UINW,,https://athletics.uindy.edu/sports/mens-basketball/roster/{season_42},https://athletics.uindy.edu/sports/womens-basketball/roster/{season_42}
UNC Pembroke,,NCP,NCPW,,https://uncpbraves.com/sports/mens-basketball/roster/{season_42},https://uncpbraves.com/sports/womens-basketball/roster/{season_42}
Union (TN),,UTN,UTNW,,https://uuathletics.com/sports/mens-basketball/roster/{season_42},https://uuathletics.com/sports/womens-basketball/roster/{season_42}
Upper Iowa,,UPI,UPIW,,https://uiupeacocks.com/sports/mens-basketball/roster/{season_42},https://uiupeacocks.com/sports/womens-basketball/roster/{season_42}
USC Aiken,,SCA,SCAW,,https://pacersports.com/sports/mens-basketball/roster/{season_42},https://pacersports.com/sports/womens-basketball/roster/{season_42}
USC Beaufort,,SCB,SCBW,,https://uscbathletics.com/sports/mens-basketball/roster/{season_42},https://uscbathletics.com/sports/womens-basketball/roster/{season_42}
UT Tyler,UT Tyler,UTY,UTYW,,https://uttylerpatriots.com/sports/mens-basketball/roster/{season_42},https://uttylerpatriots.com/sports/womens-basketball/roster/{season_42}
UVA Wise,,VWS,VWSW,,https://uvawisecavs.com/sports/mens-basketball/roster/{season_42},https://uvawisecavs.com/sports/womens-basketball/roster/{season_42}
Valdosta St.,,VST,VSTW,,https://vstateblazers.com/sports/mens-basketball/roster/{season_42},https://vstateblazers.com/sports/womens-basketball/roster/{season_42}
Vanguard,,VGD,VGDW,,https://vanguardlions.com/sports/mens-basketball/roster/{season_42},https://vanguardlions.com/sports/womens-basketball/roster/{season_42}
Virginia St.,,VAS,VASW,,https://govsutrojans.com/sports/mens-basketball/roster/{season_42},https://govsutrojans.com/sports/womens-basketball/roster/{season_42}
Virginia Union,,VAU,VAUW,,https://vuusports.com/sports/mens-basketball/roster/{season_4},https://vuusports.com/sports/womens-basketball/roster/{season_4}
Walsh,,WLS,WLSW,,https://athletics.walsh.edu/sports/mens-basketball/roster/{season_42},https://athletics.walsh.edu/sports/womens-basketball/roster/{season_42}
Washburn,,WSB,WSBW,,https://wusports.com/sports/mens-basketball/roster/{season_42},https://wusports.com/sports/womens-basketball/roster/{season_42}
Wayne St. (MI),,WSM,WSMW,,https://wsuathletics.com/sports/mens-basketball/roster/{season_42},https://wsuathletics.com/sports/womens-basketball/roster/{season_42}
Wayne St. (NE),,WSC,WSCW,,https://wscwildcats.com/sports/mens-basketball/roster/{season_42},https://wscwildcats.com/sports/womens-basketball/roster/{season_42}
West Ala.,,WAL,WALW,,https://uwaathletics.com/sports/mens-basketball/roster/{season_42},https://uwaathletics.com/sports/womens-basketball/roster/{season_42}
West Chester,,WCS,WCSW,,https://wcupagoldenrams.com/sports/mens-basketball/roster/{season_42},https://wcupagoldenrams.com/sports/womens-basketball/roster/{season_42}
West Florida,,UWF,UWFW,,https://goargos.com/sports/mens-basketball/roster/{season_42},https://goargos.com/sports/womens-basketball/roster/{season_42}
West Liberty,,WLU,WLUW,,https://hilltoppersports.com/sports/mens-basketball/roster/{season_42},https://hilltoppersports.com/sports/womens-basketball/roster/{season_42}
West Tex. A&M,,WTX,WTXW,,https://gobuffsgo.com/sports/mens-basketball/roster/{season_42},https://gobuffsgo.com/sports/womens-basketball/roster/{season_42}
West Va. Wesleyan,,WVW,WVWW,,https://wesleyanbobcats.com/sports/mens-basketball/roster/{season_42},https://wesleyanbobcats.com/sports/womens-basketball/roster/{season_42}
West Virginia St.,,WVS,WVSW,,https://wvsuyellowjackets.com/sports/mens-basketball/roster/{season_42},https://wvsuyellowjackets.com/sports/womens-basketball/roster/{season_42}
Western Colo.,,WCO,WCOW,,https://gomountaineers.com/sports/mens-basketball/roster/{season_42},https://gomountaineers.com/sports/womens-basketball/roster/{season_42}
Western N.M.,,WNM,WNMW,,https://wnmumustangs.com/sports/mens-basketball/roster/{season_44},https://wnmumustangs.com/sports/womens-basketball/roster/{season_44}
Western Ore.,,WOU,WOUW,,https://wouwolves.com/sports/mens-basketball/roster/{season_42},https://wouwolves.com/sports/womens-basketball/roster/{season_42}
Western Wash.,,WWA,WWAW,,https://wwuvikings.com/sports/mens-basketball/roster/{season_42},https://wwuvikings.com/sports/womens-basketball/roster/{season_42}
Westminster (UT),Westminster (UT),WUT,WUTW,,https://westminstergriffins.com/sports/mens-basketball/roster/{season_42},https://westminstergriffins.com/sports/womens-basketball/roster/{season_42}
Westmont,,WTM,WTMW,,https://athletics.westmont.edu/sports/mens-basketball/roster/{season_42},https://athletics.westmont.edu/sports/womens-basketball/roster/{season_42}
Wheeling,,WHE,WHEW,,https://wucardinals.com/sports/mens-basketball/roster/{season_44},https://wucardinals.com/sports/womens-basketball/roster/{season_44}
William Jewell,,WJC,WJCW,,https://jewellcardinals.com/sports/mens-basketball/roster/{season_44},https://jewellcardinals.com/sports/womens-basketball/roster/{season_44}
Wilmington (DE),,WDE,WDEW,,https://wildcats.athletics.wilmu.edu/sports/mbkb/{season_42}/roster,https://wildcats.athletics.wilmu.edu/sports/wbkb/{season_42}/roster
Wingate,,WNG,WNGW,,https://wingatebulldogs.com/sports/mens-basketball/roster/{season_42},https://wingatebulldogs.com/sports/womens-basketball/roster/{season_42}
Winona St.,,WNS,WNSW,,https://winonastatewarriors.com/sports/mens-basketball/roster/{season_42},https://winonastatewarriors.com/sports/womens-basketball/roster/{season_42}
Winston-Salem,,WSS,WSSW,,https://wssurams.com/sports/mens-basketball/roster/{season_42},https://wssurams.com/sports/womens-basketball/roster/{season_42}
Wis.-Parkside,,WIP,WIPW,,https://parksiderangers.com/sports/mens-basketball/roster/{season_42},https://parksiderangers.com/sports/womens-basketball/roster/{season_42}
Young Harris,,YHC,YHCW,,https://yhcathletics.com/sports/mens-basketball/roster/{season_42},https://yhcathletics.com/sports/womens-basketball/roster/{season_42}
Middle Georgia State University,,MGS,MGSW,,https://mgaknights.com/sports/mens-basketball/roster/{season_42},https://mgaknights.com/sports/womens-basketball/roster/{season_42}
Jamestown,,JMS,JMSW,,https://jimmiepride.com/sports/mens-basketball/roster/{season_42},https://jimmiepride.com/sports/womens-basketball/roster/{season_42}
Ferrum,,FRR,FRRW,,https://ferrumpanthers.com/sports/mens-basketball/roster/{season_42},https://ferrumpanthers.com/sports/womens-basketball/roster/{season_42}
UC Merced,,UCM,UCMW,,,
Adrian,,ADR,ADRW,,https://adrianbulldogs.com/sports/mens-basketball/roster/{season_42},https://adrianbulldogs.com/sports/womens-basketball/roster/{season_42}
Albertus Magnus,,ABM,ABMW,,https://www.albertusfalcons.com/sports/mbkb/{season_42}/roster,https://www.albertusfalcons.com/sports/wbkb/{season_42}/roster
Albion,,ABN,ABNW,,https://gobrits.com/sports/mens-basketball/roster/{season_42},https://gobrits.com/sports/womens-basketball/roster/{season_42}
Albright,,ABR,ABRW,,https://albrightathletics.com/sports/mens-basketball/roster/{season_44},https://albrightathletics.com/sports/womens-basketball/roster/{season_44}
Alfred,,ALF,ALFW,,https://gosaxons.com/sports/mens-basketball/roster/{season_42},https://gosaxons.com/sports/womens-basketball/roster/{season_42}
Alfred St.,,AFD,AFDW,,https://alfredstateathletics.com/sports/mens-basketball/roster/{season_42},https://alfredstateathletics.com/sports/womens-basketball/roster/{season_42}
Allegheny,,ALG,ALGW,,https://alleghenygators.com/sports/mens-basketball/roster/{season_42},https://alleghenygators.com/sports/womens-basketball/roster/{season_42}
Alma,,ALM,ALMW,,https://almascots.com/sports/mens-basketball/roster/{season_42},https://almascots.com/sports/womens-basketball/roster/{season_42}
Alvernia,,ALV,ALVW,,https://auwolves.com/sports/mens-basketball/roster/{season_42},https://auwolves.com/sports/womens-basketball/roster/{season_42}
Amherst,,AMH,AMHW,,https://athletics.amherst.edu/sports/mens-basketball/roster/{season_42},https://athletics.amherst.edu/sports/womens-basketball/roster/{season_42}
Anderson (IN),,AND,ANDW,,https://athletics.anderson.edu/sports/mbkb/{season_42}/roster,https://athletics.anderson.edu/sports/wbkb/{season_42}/roster
Anna Maria,,ANM,ANMW,,https://www.goamcats.com/sports/mbkb/{season_42}/roster,https://www.goamcats.com/sports/wbkb/{season_42}/roster
Arcadia,Arcadia,ARC,ARCW,,https://arcadiaknights.com/sports/mens-basketball/roster/{season_42},https://arcadiaknights.com/sports/womens-basketball/roster/{season_42}
Asbury,,ASB,ASBW,,https://asburyeagles.com/sports/mens-basketball/roster/{season_42},https://asburyeagles.com/sports/womens-basketball/roster/{season_42}
Augsburg,,AGB,AGBW,,https://athletics.augsburg.edu/sports/mens-basketball/roster/{season_42},https://athletics.augsburg.edu/sports/womens-basketball/roster/{season_42}
Augustana (IL),,AGS,AGSW,,https://athletics.augustana.edu/sports/mens-basketball/roster/{season_42},https://athletics.augustana.edu/sports/womens-basketball/roster/{season_42}
Aurora,,AUR,AURW,,https://athletics.aurora.edu/sports/mens-basketball/roster/{season_44},https://athletics.aurora.edu/sports/womens-basketball/roster/{season_44}
Austin,,AUS,AUSW,,https://acroos.com/sports/mbkb/{season_42}/roster,https://acroos.com/sports/wbkb/{season_42}/roster
Ave Maria,,AVM,AVMW,,https://avemariagyrenes.com/sports/mens-basketball/roster/{season_42},https://avemariagyrenes.com/sports/womens-basketball/roster/{season_42}
Averett,,AVE,AVEW,,https://averettcougars.com/sports/mens-basketball/roster/{season_42},https://averettcougars.com/sports/womens-basketball/roster/{season_42}
Babson,,BAS,BASW,,https://babsonathletics.com/sports/mens-basketball/roster/{season_42},https://babsonathletics.com/sports/womens-basketball/roster/{season_42}
Baldwin Wallace,,BWU,BWUW,,https://bwyellowjackets.com/sports/mens-basketball/roster/{season_42},https://bwyellowjackets.com/sports/womens-basketball/roster/{season_42}
Bard,,ARD,ARDW,,https://bardathletics.com/sports/mens-basketball/roster/{season_42},https://bardathletics.com/sports/womens-basketball/roster/{season_42}
Baruch,Baruch,BRH,BRHW,,https://athletics.baruch.cuny.edu/sports/mens-basketball/roster/{season_42},https://athletics.baruch.cuny.edu/sports/womens-basketball/roster/{season_42}
Bates,,BAT,BATW,,https://gobatesbobcats.com/sports/mens-basketball/roster/{season_42},https://gobatesbobcats.com/sports/womens-basketball/roster/{season_42}
Belhaven,,BLH,BLHW,,https://blazers.belhaven.edu/sports/mens-basketball/roster/{season_42},https://blazers.belhaven.edu/sports/womens-basketball/roster/{season_42}
Beloit,,BLT,BLTW,,https://beloitcollegeathletics.com/sports/mens-basketball/roster/{season_42},https://beloitcollegeathletics.com/sports/womens-basketball/roster/{season_42}
Benedictine (IL),,BIL,BILW,,https://benueagles.com/sports/mens-basketball/roster/{season_42},https://benueagles.com/sports/womens-basketball/roster/{season_42}
Berea,,BEA,BEAW,,https://bereaathletics.com/sports/mens-basketball/roster/{season_42},https://bereaathletics.com/sports/womens-basketball/roster/{season_42}
Berry,,BER,BERW,,https://berryvikings.com/sports/mens-basketball/roster/{season_42},https://berryvikings.com/sports/womens-basketball/roster/{season_42}
Bethany (WV),,BWV,BWVW,,https://bethanybison.com/sports/mens-basketball/roster/{season_42},https://bethanybison.com/sports/womens-basketball/roster/{season_42}
